ID;Reference;Designation;Mill;Coul;Cond;Cont
2188;CDH556002;FINE RUBY;0;RGE;x 6;75 cl
2190;CDH556004;PORTO TWANY 10 ANS D'AGE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl
2192;CDH556006;FINE WHITE 19;0;RGE;x 6;75 cl
2215;CDV089003;AC SAUMUR PALEINE PRINTEMPS;2008;RGE;x 12 CB;37.5 cl
2216;CDV010050;AC VOUVRAY CLOS DE ROUGEMONT VIGNEAU CHEVREAU;2012;BLC;x 6;75 cl
2218;CDV153010;AC BOURGOGNE CHARDONNAY DOMAINE GARNIER;2011;RGE;x 6;75 cl
2219;CDV153005;AC CHABLIS 1ER CRU MONT DE MILIEU DOMAINE GARNIER;2011;BLC;x 6;75 cl
2220;CDV153004;AC CHABLIS DOMAINE GARNIER;2012;BLC;x 12;37.5 cl
2221;CDV153002;AC PETIT CHABLIS DOMAINE GARNIER;2012;BLC;x 12;37.5 cl
2224;CDV007015;AC RIESLING SCHERWILLER PRESTIGE;2004;BLC;x 6;75 cl
2225;CDV007010;AC GEWURZTRAMINER VENDANGES TARDIVES;2009;BLC;x 6;75 cl
2226;CDV157002;AC MUSCADET DE SEVRE ET MAINE SUR LIE;2009;BLC;x 12 CB;37.5 cl
2228;CDV074010;AC GIGONDAS LE PRIMITIF;2004;RGE;x 6;75 cl
2229;CDV116006;AC CHINON VIEILLES VIGNES DOMAINE GARNIER;2013;RGE;x 6;75 cl
2233;CDV075003;AC MEDOC CHATEAU BREUIL RENAISSANCE;2012;RGE;x 12;37.5 cl
2234;CDV028011;AC 1ERES COTES DE BLAYE CHATEAU LES BERTRANDS;2012;BLC;x 6;75 cl
2235;CDV028010;AC 1ERES COTES DE BLAYE CHATEAU LES BERTRANDS;2007;RGE;x 6;75 cl
2238;CDV051131;AC SAINT EMILION GRAND CRU CLOS TRIMOULET;2009;RGE;x 24;37.5 cl
2239;CDV153001;AC PETIT CHABLIS DOMAINE GARNIER;2008;BLC;x 6;75 cl
2241;CDV040013;AC COTES DE BOURG CARACTERE CHATEAU DE LA GRAVE;2010;RGE;x 1;300cl D-MAG
2242;CDV145027;AC MEDOC CRU BOURGEAOIS SIPIAN;2006;RGE;x 1;IMPERIALE
2243;CDV145026;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN (6L);2006;RGE;x 1;Jéroboam
2244;CDV145025;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2006;RGE;x 1;300cl D-MAG
2245;CDV124005CB;AC MONTAGNE ST EMILION CHATEAU BECHEREAU;2008;RGE;x 3;75 cl
2246;CDV075005;AC MEDOC CRU BOURGEOIS BREUIL RENAISSANCE;2005;RGE;x 1;300cl D-MAG
2248;CDVECH;ECHANTILLONS;0;;x 1 CB;75 cl
2250;096008;AC GRAVES HOSPITAL;2009;BLC;x 6;75 cl
2256;CDV051016;AC MONTAGNE ST EMILION CHEVALIER ST GEORGES;2012;RGE;x 24;37.5 cl
2258;049017;AC LAUDUC CLASSIC;0;RGE;x 12 CB;37.5 cl
2259;CDVAPPRO;COLIS DEPOSES SUR APPRO;0;RGE;x 1;75 cl
2260;CDV116002;CUVEE LES GRAVES AC CHINON;2009;RGE;x 12;37.5 cl
2261;165003;IGP CHARDONNAY;2010;BLC;x 6;75 cl
2264;165005;AC ROSE DE LOIRE ( SC );2010;RSE;x 6;75 cl
2270;CDV134500;AC COTES DU RHONE ESPRIT DEVIN DME GALEVAN;2010;RGE;x 6;75 cl
2272;CDV059010;AC COTES PROVENCE RSE BELLE POULE;2012;RSE;x 6;75 cl
2273;CDV025002;AC SAINT VERAN 2010;2010;BLC;x 12;37.5 cl
2275;169002;AC BORDEAUX SUPERIEUR CHATEAU MESSAYA;2014;RGE;x 6;75 cl
2277;CDH996001;FUT BOIS;0;;x 1;LITRE
2284;057039;AC GAILLAC DOUX LA CROIX ST SALVY;0;BLC;x 12 CB;37.5 cl
2285;057049;AOC GAILLAC VOUTES D'ESCABES;2003;RGE;x 6;75 cl
2290;052004;AC HAUT MEDOC CRU BOURGEOIS CH RAMAGE LA BATISSE;2006;RGE;x 6;50 cl
2291;052030;CH RAMAGE LA BATISSE AC HAUT MEDOC CAISSE BOIS;2008;RGE;x 1;300cl D-MAG
2292;052031;CH RAMAGE LA BATISSE AC HAUT MEDOC CAISSE BOIS;2009;RGE;x 1;300cl D-MAG
2293;040004;AOP COTES DE BOURG CH DE LA GRAVE GRAINS FINS;2015;BLC;x 6;75 cl
2294;084024;AOP CORBIERES VAVAVOUM ESPRIT DU VENT;2010;RGE;x 6;75 cl
2295;084026;AOP CORBIERES FAUT PAS ROULER LES MECANIQUES  ESPR;2010;RGE;x 6;75 cl
2299;CDV059008;AC C. PROVENCE BELLE POULE;2011;RGE;x 6;75 cl
2301;001200;PANNIER AC CHAMP TRADITION BRUT NABUCHODONOSOR;0;BLC;x 1;Nabuchodonosor
2302;084025;AOP CORBIERES VAVAVOUM ESPRIT DU VENT;0;RGE;x 6;150 cl
2303;084027;AOP CORBIERES FAUT PAS ROULER LES MECANIQUES;0;RGE;x 6;150 cl
2304;062009;AOP GRAVES CH CARBON D'ARTIGUES;2008;RGE;x 6;50 cl
2305;CDV062001;AC GRAVES CARBIN D'ARTIGUES;2007;RGE;x 24;37.5 cl
2306;CDV134001;AC COTES DU RHONE DOMAINE GALEVAN;0;RGE;x 1;B10L
2307;119002;IGP OC CHARDONNAY;2013;BLC;x 6;75 cl
2308;119003;IGP OC VIOGNIER;2014;BLC;x 6;75 cl
2310;TONNEAU;FUT BOIS;0;RGE;x 1;VRAC
2311;057054;IGP COMTE TOLOSAN ROSE PISCINE;2010;RSE;x 6;75 cl
2312;057055;IGP MALBEC ROSE DEMON NOIR;2010;RSE;x 6;75 cl
2313;CDV040016;AC C DE BOURG. CARACTERE;2007;RGE;x 1;Jéroboam
2314;CDV092005;AC CTX LANG L'ESPRIT HT LIROU;2004;RGE;x 6;75 cl
2317;059024;VDP MEDITERRANEE. TERES;2014;RSE;x 3;150 cl
2318;071900B;VDT ROUGE 12 DEGRES CUVEE DES GOURMETS;1990;RGE;x 1 CB;VRAC
2320;CDV059024;VDP MEDITERRANEE TERES ROSE;2010;RSE;x 3 CB;150 cl
2321;CDV114012;AC TOURAINE GAMAY D.LA CHAISE;2010;RGE;x 1;B10L
2324;CDV165004;AOP COTEAUX DU LAYON;2009;BLC;x 6;75 cl
2325;CDV039031;VDN AC MUSCAT DE RIVESALTES;2012;BLC;x 1;B05L
2326;144008;AC COTES DE BOURG RENAISSANCE;2004;RGE;x 12;75 cl
2328;057056;IGP MALBEC ROUGE DEMON NOIR;2010;RGE;x 6;75 cl
2329;057057;IGP COMTE TOLOSAN SYRAH NEGRETTE COEUR MARCHE;0;RGE;x 1;B10L
2330;CDV062030;AC CADILLAC CH LA PASSONNE;2009;BLC;x 6;75 cl
2331;CDV145008;AC CADILLAC CH LABATUT BOUCHARD;2005;BLC;x 6;75 cl
2333;CDV062003;AC GRAVES CHATEAU CARBON D'ARTIGUES;2008;RGE;x 6;75 cl
2334;099012;AC PICPOUL DE PINET CAVE DE L'ORMARINE;2014;BLC;x 1;B05L
2339;CDV075002;AC MEDOC BREUIL RENAISSANCE;2010;RGE;x 6;75 cl
2340;CDV035015;AC ST NICOLAS DE BOURG D.OLIVIER;2005;RGE;x 6;150 cl
2343;CDV089010;AC SAUMUR DME PALEINE;2010;BLC;x 6;75 cl
2354;171002;AOP COTES DU RHONE VILLAGES CUVEE YVONNE;2009;RGE;x 6;75 cl
2356;028013;AC 1ERES COTES DE BLAYE PRESTIGE;2014;RGE;x 6;75 cl
2359;145029;AC MEDOC GRD CEDRES CH SIPIAN;2009;RGE;x 6;75 cl
2360;145030;AC MEDOC CRU.B CH SIPIAN;2010;RGE;x 6;75 cl
2363;062004;AP GRAVES CHATEAU CARBON D'ARTIGUES;2009;RGE;x 6;75 cl
2364;CDV007003;AC PINOT GRIS DOMAINE DUSSOURT;2008;RGE;x 6;75 cl
2367;074014;AC GIGONDAS DME GOUMARRE;2008;RGE;x 6;75 cl
2368;074016;AC GIGONDAS DME SOUCHIERE;2008;RGE;x 6;75 cl
2369;074017;SEGURET CLAPASSIERE;2008;RGE;x 6;75 cl
2372;144005CB;CB 3 - AC COTES DE BOURG CH GUIONNE;2008;RGE;x 3;75 cl
2373;144008CB;CB 3 -  AC COTES DE BOURG CUVEE RENAISSANCE CH GUI;2004;RGE;x 3;75 cl
2379;001027;COFFRET PANNIER 3 BOUTEILLES REVELATION;0;RGE;x 3;75 cl
2380;001028;PANNIER VALISE BOIS 6 DEMI-BOUTEILLES P5012;0;RGE;x 6;75 cl
2381;001029;PANNIER CAISSE BOIS 6 BOUTEILLES P5008;0;;x 6;75 cl
2382;CDV084001;AC CORBIERES DONNER DU TEMPS AU TEMPS;2009;RGE;x 6;75 cl
2385;140001B;AC VOUVRAY METHODE TRAD. CLOS DES AUMONES;0;BLC;x 6;75 cl
2390;CDV153011;AC PINOT NOIR DME GARNIER;2013;RGE;x 6;75 cl
2395;CDV062002;AC GRAVES CARBON D'ARTIGUES;2009;RGE;x 6;150 cl
2396;CDV041016;CAISSE BOIS 2 BTLLES HAUTS DE PEZ;0;RGE;x 1;75 cl
2397;CDV041017;CAISSE BOIS 2 BTLLES TOUR DE PEZ;0;RGE;x 6;75 cl
2402;CDV145001;AC MEDOC GRANDS CEDRES CH SIPIAN;1990;RGE;x 6;75 cl
2403;CDV145004;AC MEDOC CH CIPIAN CAISSE BOIS 3 BTLLES;2008;RGE;x 3;75 cl
2404;CDV145005;AC MEDOC CRU BOURGEOIS CH SIPIAN;2006;RGE;x 6;75 cl
2407;074001/00;SIGNATURE AC GIGONDAS;2000;RGE;x 6;75 cl
2408;118203;ARMAGNAC  40% VOL CAISSE BOIS;1991;RGE;x 6;75 cl
2409;118301;PRUNEAUX D'AGEN A L'ARMAGNAC CB;0;RGE;x 1;70 cl
2411;040006;AC COTES DE BOURG CHATEAU DE LA GRAVE;2014;RGE;x 6;75 cl
2412;002102;VDP GARD LOU GRES D'OR;2014;BLC;x 6;75 cl
2413;CDV050003;AC FAUGERES CH HAUT LIGNIERES;2012;RSE;x 6;75 cl
2420;174010;IGP OC MERLOT CABERNET TERROIR DES CIGALES;0;RGE;x 1;B10L
2421;174011;IGP OC MERLOT CABERNET TERROIR DES CIGALES;0;RGE;x 1;B05L
2422;174015;IGP OC CHARDONNAY LES CITELLES;0;BLC;x 1;B10L
2423;174016;IGP OC CHARDONNAY LES CITELLES;0;BLC;x 1;B05L
2426;CDV075011;AC MEDOC CHATEAU DES CABANS;2005;RGE;x 6;150 cl
2427;CDV048002CB;AC COTES DE CASTILLON CAISSE BOIS;2003;RGE;x 3;75 cl
2428;CDV002102;VDP GARD LOU GRES D'OR;2010;BLC;x 6;75 cl
2429;CDH062003;CARBON D'ARTIGUES ROUGE;2008;RGE;x 6;75 cl
2432;142001H;AC MAREUIL FIEFS VENDEENS ROUGE;2015;RGE;x 6;75 cl
2433;142002H;AC MAREUIL FIEFS VENDEENS ROSE;2013;RSE;x 6;75 cl
2434;142003H;AC MAREUIL FIEFS VENDEENS BLANC;2014;BLC;x 6;75 cl
2438;CDV162002;AC CABARDES JOUCLARY AMANDIER;2009;RGE;x 6;75 cl
2440;162003;AOP CABARDES JOUCLARY;2015;RSE;x 6;75 cl
2442;CDV119004;IGPOC TERSANDE DME DES HOMS;2012;RSE;x 6;75 cl
2443;CDV162003;AC CABARDES CH JOUCLARY;2013;RSE;x 6;75 cl
2444;CDV039028;VDN MAURY;0;RGE;x 6;75 cl
2445;001031;AC CHAMPAGNE EXTRA BRUT SELECTION - CHAMPAGNE PANN;0;BLC;x 6;75 cl
2446;059004;AP COTES DE PROVENCE ESTERELLE;2013;RGE;x 6;75 cl
2447;059005;AP COTES DE PROVENCE ESTERELLE;2015;BLC;x 6;75 cl
2448;CDV174004;AC PIC SAINT LOUP LES DEESSES MUETTES;2011;RSE;x 6;75 cl
2449;CDV174005;AC PIC SAINT LOUP LES DEESSES MUETTES;2011;BLC;x 6;75 cl
2451;041020/09;AC ST ESTEPHE C.TOUR DE PEZ;2009;RGE;x 6;150 cl
2453;CDV145025/09;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2010;RGE;x 1 CB;300cl D-MAG
2454;CDV145026-09;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN (5L);2009;RGE;x 1;Jéroboam
2455;CDV145027-09;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN (6L);2009;RGE;x 1;IMPERIALE
2457;CDV059004;AOP COTES DE PROVENCE ESTERELLE;2012;RGE;x 6;75 cl
2460;095011;DOMAINE FILLON AC CHABLIS VIEILLES VIGNES;2011;BLC;x 6;75 cl
2461;CDV162004;IGP OC SAUVIGNON CH JOUCLARY;2015;BLC;x 6;75 cl
2462;CDV002001;IGP MERLOT GALLICIAN;0;RGE;x 1;B05L
2463;CDV002002;IGP MERLOT GALLICIAN;0;RGE;x 1;B10L
2464;CDV173005;EDELWICKER FREYBURGER;0;BLC;x 6;75 cl
2468;001032;RATAFIA CHAMPAGNE PANNIER;1990;;x 1;50 cl
2469;001033;RATAFIA CHAMPAGNE PANNIER;0;;x 1;70 cl
2470;059019;AC COTES DE PROVENCE ESTERELLE;2015;RSE;x 3;150 cl
2471;059014;AC COTES DE PROVENCE BELLE POULE;2014;RSE;x 3;150 cl
2474;CDV137001;AC CTX LANGUEDOC TERRES D'ASPERES M.DES CABRES;2009;RGE;x 6;75 cl
2476;001034;AC CHAMPAGNE EXTRA BRUT;0;BLC;x 6;75 cl
2477;CDV134007;AC CHATEAUNEUF DU PAPE;2005;RGE;x 6;75 cl
2479;002023;AC COSTIERES DE NIMES LES COMBES DE MEZIERES;2013;RGE;x 6;75 cl
2480;002024;IGP MERLOT D'OC Cave Gallician;2013;RGE;x 6;75 cl
2481;002025;AC COSTIERES DE NIMES CUVEE PRESTIGE;2015;RSE;x 6;75 cl
2482;002012;AC C DE NIMES C. GALLICIAN;0;RGE;x 1;B03L
2483;002013;AC C DE NIMES C. GALLICIAN;0;BLC;x 1;B03L
2485;001035;LOUIS EUGENE BRUT BLANC DE NOIRS;1998;BLC;x 1;150 cl
2486;CDV084008;AC CORBIERES LA GDE CUVEE;2009;RGE;x 6;75 cl
2491;CDV084028;AC CORBIERE CUVEE SOIS BEAU ET TAIS TOI;2011;RGE;x 6;150 cl
2492;CDV084029;AC CORBIERE CUVEE SOIS BEAU ET TAIS TOI;2011;RGE;x 6;75 cl
2494;CDV084031;AC CORBIERE CUVEE COCHON;2011;RGE;x 6;150 cl
2496;CDV059019;AC COTES DE PROVENCE ESTERELLE;2011;RSE;x 3;150 cl
2498;089799;AC SAUMUR BRUT (1.2 g sucre résiduel) DS Dme de la;0;RSE;x 6;75 cl
2504;CDV124001;AC M ST EMILION CH BECHEREAU;2008;RGE;x 6;75 cl
2509;CDH041007;CH TOUR DE PEZ AC ST ESTEPHE;2009;RGE;x 12;37.5 cl
2511;CDV035016;X3 AC SAINT NICOLS DE BOURGUEIL;2011;RGE;x 3;150 cl
2512;095007;AC COTES D'AUXERRE;2010;BLC;x 6;75 cl
2513;CDV114011;AC TOURAINE SAUVIGNON;0;BLC;x 1;B05L
2514;CDV007021;AC GEWURZTRAMINER;2011;BLC;x 12 CB;37.5 cl
2515;CDV007008;AC RIESLING DME DUSSOURT;2011;BLC;x 12 CB;37.5 cl
2516;CDV095005;AC SAUVIGNON DE ST BRIS;2013;BLC;x 6;75 cl
2517;CDV095007;AC COTES D'AUXERRE;2011;BLC;x 6;75 cl
2518;CDV169002;AC BORDEAUX SUPERIEUR;2009;RGE;x 6;75 cl
2520;CDH-001001;AC CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 6;75 cl
2521;CDH-001002;AC CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 12 CB;37.5 cl
2522;CDH-001005;AC CHAMPAGNE PANNIER BRUT SELECTION;0;RSE;x 6;75 cl
2523;CDH-001003;AC CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 3;150 cl
2524;CDH-001004;AC CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 1;300cl D-MAG
2525;CDH-022001;AC MEURSAULT CHARMES;2011;BLC;x 6;75 cl
2526;CDH-022002;AC MEURSAULT BLC  CH. MAXIME;2012;BLC;x 6;75 cl
2527;CDH-022003;AC MEURSAULT GENEVRIERES;2007;BLC;x 6;75 cl
2528;CDH-022004;AC PULIGNY MONTRACHET DME LATOUR GIRAUD;2011;RGE;x 6;75 cl
2529;CDH-022010;AC MARANGES 1ER CRU DME LATOUR GIRAUD;0;RGE;x 6;75 cl
2530;CDH-022011;AC VOLNAY 1ER CRU DME LATOUR GIRAUD;2009;RGE;x 6;75 cl
2531;CDH-022012;AC POMMARD REFENE DME LATOUR GIRAUD;2009;RGE;x 6;75 cl
2533;CDH-068010;AC SAVIGNY LES BEAUNE DME DUBREUIL FONTAINE;2010;RGE;x 6;75 cl
2534;CDH-068001;AC ALOXE CORTON DME DUBREUIL FONTAINE;2014;RGE;x 6;75 cl
2535;CDH-068005;AC PERNAND VERGELESSE DME DUBREUIL FONTAINE;2011;BLC;x 6;75 cl
2536;CDH-073004;AC PAUILLAC LACOSTE BORIE;0;RGE;x 12;75 cl
2537;CDH-073013;AC PAUILLAC LACOSTE BORIE;0;RGE;x 12;75 cl
2538;CDH-100001;AC COTES ROTIE CEDRIC PARPETTE;2013;RGE;x 6;75 cl
2539;107001H;AC MARGAUX CRU.B CH DEYREM VALENTIN;2007;RGE;x 6;75 cl
2541;CDH-107003;AC MARGAUX DEYREM VALENTIN;2010;RGE;x 6;150 cl
2542;CDH-125001;AC SAUTERNES V. MATHIEU LABOUILLE;2007;BLC;x 6;75 cl
2543;CDH-125005;AC SAINTE CROIX DU MONT V. MATHIEU LABOUILLE;2009;BLC;x 6;75 cl
2544;CDH-126001;AC BEAUJOLAIS VILLAGE DME J. P. DUBOST;2013;RGE;x 6;75 cl
2545;CDH-126005;AC MORGON DME J.P. DUBOST;2013;RGE;x 6;75 cl
2546;CDH-126006;AC BROUILLY DME J.P. DUBOST;2013;RGE;x 6;75 cl
2547;CDH-126007;AC MOULIN A VENT DME J.P. DUBOST;2013;RGE;x 6;75 cl
2548;127001H;AC ST JOSEPH V. LAURENT MARTHOURET LES ROTISSES;2014;RGE;x 6;75 cl
2549;127005H;AC ST JOSEPH V. LAURENT MARTHOURET;2014;BLC;x 6;75 cl
2550;127010H;IGP SYRAH  V. LAURENT MARTHOURET;2015;RGE;x 6;75 cl
2551;CDH-127011;AC CONDRIEU V. LAURENT MARTHOURET;2014;BLC;x 6;75 cl
2552;CDH-127008;IGP MARSANNE V. LAURENT MARTHOURET;2008;BLC;x 6;75 cl
2556;CDH138012;AC C DU VENTOUX HOMMAGE A LOUIS FAYARD DME L' ESTA;2003;RGE;x 6;75 cl
2557;139001H;AC FITOU B DE BERNARD;2013;RGE;x 6;75 cl
2558;CDH-139002;AC FITOU CUVEE ANCETRE DME MAYNADIER;2010;RGE;x 6;75 cl
2559;154001H;AC MERCUREY DME SUREMAIN;2013;RGE;x 6;75 cl
2560;156001H;SANGRIA FIESTA  (cond. x 4);0;RGE;x 4;B03L
2561;159001H;AC BANDOL DME DE LA GARENNE;2015;RSE;x 6;75 cl
2562;159002H;AC BANDOL DME DE LA GARENNE;2012;RGE;x 6;75 cl
2563;160001H;AC LIRAC DME LA COSTE DU PUY;2012;RGE;x 6;75 cl
2566;171001H;AC COTES DU RHONE VILLAGE GARANCE DME LA  CABOTTE;2014;RGE;x 6;75 cl
2567;171002H;AOP COTES DU RHONE VILLAGES CUVEE YVONNE DME LA CA;2009;RGE;x 6;75 cl
2569;CDH-176001;UTIEL REQUENA ARANLEO CRIANZA;2008;RGE;x 6;75 cl
2570;CDH-176002;VALENCIA  BLES CRIANZA;2011;RGE;x 6;75 cl
2571;CDH-176003;UTIEL REQUENA ARANLEO SOLO;2007;RGE;x 6;75 cl
2572;178001H;IGP PAYS D'OC CHARDONNAY DME DE CASTELNAU;2015;BLC;x 6;75 cl
2573;178002H;IGP PAYS D'OC VIOGNIER DME CASTELNAU;2015;BLC;x 6;75 cl
2574;178003H;IGP PAYS D'OC SYRAH DME CASTELNAU;2015;RGE;x 6;75 cl
2575;178005H;IGP PAYS D'OC CINSAULT- GRENACHE ROSE OSE DME CAST;2014;RSE;x 6;75 cl
2576;CDH-179001;IGP GRENAT DME L'AIGUELIERE;2010;RGE;x 6;75 cl
2577;180001H;AC MEDOC B DE LA BRANNE;2015;RGE;x 6;75 cl
2579;CDH-181001;AC PAUILLAC CH BELLEGRAVE;2007;RGE;x 6;75 cl
2580;CDH-181005;AC PAUILLAC CH BELLEGRAVE;2008;RGE;x 6;75 cl
2581;CDH-181010;AC PAUILLAC CH BELLEGRAVE;2009;RGE;x 6;75 cl
2582;CDH-181500;AC ST JULIEN CH DU GLANA;2007;RGE;x 6;75 cl
2583;CDH-181505;AC ST JULIEN CH DU GLANA;2009;RGE;x 6;75 cl
2584;CDH-556001;PORTO TAWNY 19 QUINTA SANTA EUFEMIA;1990;RGE;x 6;75 cl
2585;CDH-556002;PORTO FINE RUBY QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl
2586;CDH-556003;PORTO FINEST RESERVE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl
2587;CDH-556004;PORTO TWANY 10 ANS D'AGE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl
2588;CDH-556005;PORTO TAWNY 20 ANS D'AGE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl
2589;CDH-556006;PORTO FINE WHITE 19 QUINTA SANTA EUFEMIA;0;BLC;x 6;75 cl
2590;600001H;AC FAUGERES HAUT LIGNIERES;0;RGE;x 1;B05L
2591;025029;AC VIRE CLESSE VINS DES PERSONNETS;2013;BLC;x 6;75 cl
2592;025014;AC MACON. VERGER DES FEUILLANTS;2010;RGE;x 12 CB;37.5 cl
2593;601001H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;2015;BLC;x 6;75 cl
2594;601002H;Colombard Sauvignon IGP COTES DE GASCOGNE COMTE DE;2012;BLC;x 6;75 cl
2595;601003H;Gros Manseng IGP COTES DE GASCOGNE COMTE DE GASCOG;2014;BLC;x 6;75 cl
2596;601004H;Petit Manseng IGP COTES DE GASCOGNE COMTE DE GASCO;2011;BLC;x 6;75 cl
2598;601010H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;0;BLC;x 1;B10L
2599;601011H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;0;BLC;x 1;B05L
2602;998001/400H;POCHE 5L METALISEE (x400);0;;400;Poche 5L
2603;998005/300H;POCHE 10L METALISEE;0;;300;Poche 10L
2604;082001H;HOBIBAG ROUGE 10L;0;RGE;10;Hobibag 10L
2605;082002H;HOBIBAG ROSE 10L (x100);0;RSE;10;Hobibag 10L
2606;082003H;HOBIBAG BLC 10L;0;BLC;10;Hobibag 10L
2607;082005H;HOBIBAG ROUGE 5L (conditionnement x80);0;RGE;80;Hobibag 5L
2608;082006H;HOBIBAG ROSE 5L  (conditionnement x70);0;RSE;80;Hobibag 5L
2609;082007H;HOBIBAG BLANC 5L;0;BLC;80;Hobibag 5L
2610;995001H;CAISSE BOIS 12 BOUTEILLES;0;;x 1 CB;75 cl
2611;995002H;CAISSE BOIS 1 MAGNUM;0;;x 1;75 cl
2612;995003H;CAISSE BOIS 2 BOUTEILLES;0;;x 1;75 cl
2613;995004H;CAISSE BOIS 6 BOUTEILLES (2x3);0;;x 1;75 cl
2614;995007H;CAISSE BOIS 3 BOUTEILLES;0;;x 1;75 cl
2615;995008H;CAISSE BOIS 1 BOUTEILLE;0;;x 1;75 cl
2616;995009H;CAISSE BOIS 6 BOUTEILLES COUCHEES (1x6);0;;x 1;75 cl
2618;158001H;AC POUILLY FUME DME BARDIN;2013;BLC;x 6;75 cl
2624;CDH-008002;VDP GASCOGNE Colom/Sauvignon DME MAUBET;2010;BLC;x 6;75 cl
2625;CDH-008001;VDP GASCOGNE D.MAUBET;2010;BLC;x 6;75 cl
2626;CDH-008009;VDP GASCOGNE LOU CAMPGNO DME MAUBET;2011;RGE;x 6;75 cl
2627;CDH-008020;VDP COTES DE GASCOGNE DME MAUBET;2010;BLC;x 1;B10L
2628;CDV050010;AC FAUGERES CARMINA BUTIS CH HAUT LIGNIERES;2009;RGE;x 6;75 cl
2629;CDH-172001;AC COTES DU RHONE VILLAGE PLAN DE DIEU CUVEE JOHAN;2006;RGE;x 6;75 cl
2634;162002;AC CABARDES JOUCLARY CUVEE AMANDIERS;2014;RGE;x 6;75 cl
2635;CDH-138003;AC C DU VENTOUX D. L'ESTAGNOL;1990;RSE;x 1;B10L
2636;127002H;AC SAINT JOSPEH;2010;RGE;x 12 CB;37.5 cl
2637;157003;AC MUSCADET DE SEVRES ET MAINE SUR LIE;0;BLC;x 1;B10L
2641;CDV163004;AC HERMITAGE BLANC Les Dionnières;2011;BLC;x 6;75 cl
2643;CDH008001;IGP COTES DE GASCOGNE;0;BLC;x 6;75 cl
2644;074001/08;SIGNATURE AC GIGONDAS;2009;RGE;x 6;75 cl
2645;074018;LE BRUT DE FOUDRE AC GIGONDAS;2007;RGE;x 6;75 cl
2646;CDH-001008;AC CHAMPAGNE PANNIER VINTAGE 2004;2004;BLC;x 6;75 cl
2650;026025;AOP BEAUJOLAIS CUVEE TRADITION;2014;RGE;x 6;75 cl
2652;026027;AOP BEAUJOLAIS SIGNE VIGNERONS;2013;RGE;x 1;B05L
2653;026028;AOP BEAUJOLAIS SIGNE VIGNERONS;2013;RGE;x 1;B10L
2654;026029;AOP BEAUJOLAIS VILLAGES;2013;RGE;x 1;B05L
2655;026030;AOP BEAUJOLAIS BULLY QUINCIE;2012;RGE;x 1;B10L
2656;026031;AOP COTEAUX DU LYONNAIS SAINT BEL;2012;RGE;x 6;75 cl
2657;026032;AOP COTEAUX DU LYONNAIS SAINT BEL;2012;BLC;x 6;75 cl
2659;107003H;AOP MARGAUX CH DEYREM VALENTIN;2010;RGE;x 6;150 cl
2661;CDV115007;AOP VACQUEYRAS;2012;BLC;x 6;75 cl
2664;075010/09;AC MEDOC CH DES CABANS;2009;RGE;x 6;75 cl
2665;CDV084032;AC CORBIERE;2010;RGE;x 6;150 cl
2666;096003;AC MEDOC CH LOUDENNE;2007;RGE;x 6;75 cl
2667;096004;AC MEDOC CH LOUDENNE;2008;RGE;x 6 CB;75 cl
2670;CDV173006;AC ALSACE GEWURZTRAMINER VENDANGES TARDIVES;2008;BLC;x 6;50 cl
2671;CDV173007;AC ALSACE PINOT BLANC;2011;BLC;x 6;75 cl
2672;CDH127002;AC SAINT JOSEPH;2010;RGE;x 12 CB;37.5 cl
2674;CDV173008;AC ALSACE ALTENBERG DE BERGHEIM;2007;BLC;x 6;75 cl
2675;040019;COFFRET 2 BOUTEILLES;0;;x 1;75 cl
2676;040020;COFFRET 3 BOUTEILLES;0;;x 1;75 cl
2677;CDV040019;COFFRET 2 BOUTEILLES CH DE LA GRAVE;0;;x 1;75 cl
2680;095003;AC BOURGOGNE ALIGOTE;2014;BLC;x 12 CB;37.5 cl
2681;995011H;CAISSES BOIS 4 BOUTEILLES;0;;x 1;75 cl
2683;CDV153006;AC CHABLIS GRAINS DORES;2008;RGE;x 6;75 cl
2684;CDH181501;AC SAINT JULIEN CHATEAU DU GLANA;2008;RGE;x 6;75 cl
2686;084032;AC CORBIERE CASTELMAURE;2014;RGE;x 6;150 cl
2687;CDH-127002;AC SAINT JOSEPH  LES ROTISSES;2010;RGE;x 12;37.5 cl
