ID;Reference;Designation;Mill;Coul;Cond;Cont;
2033;123012;PORTUGAL CSL QUINTA ESPIGA ESTRAMADURA;2008;BLC;x 6;75 cl;
2034;123013;AFS DU TOITSKLOOF PINOTAGE RBY WORCESTER;0;RGE;x 6;75 cl;
2035;123014;ITA FEUDI DI SAN MARZANO PRIMITIVO;2008;RGE;x 6;75 cl;
2036;123015;ITA FEUDI DI SAN MARZANO BIANCO POUILLES;2008;BLC;x 6;75 cl;
2037;123016;CH VENTISQUERO RESERVA CARMEN;2008;RGE;x 6;75 cl;
2038;123017;ITA ZENATO VALPOLICELLA SUPERIOR;2007;RGE;x 6;75 cl;
2039;039013;AOP COTES DU ROUSSILLON MONTNER PREM;2013;RGE;x 6;75 cl;
2041;144011;AOP COTES DE BOURG COEUR BOISE;2006;RGE;x 6;75 cl;
2042;059026;IGP MEDITERRANEE TERES;0;RSE;x 1;B05L;
2043;007019;AOP RIESLING;2010;BLC;x 12 CB;37.5 cl;
2044;145017B;AOP PREMIERES COTES DE BORDEAUX L'ESTAMPE;0;RGE;x 1;B05L;
2045;145020B;CHATEAU LABATUT BOUCHARD AOP PREMIERES COTES DE BORDEAUX;2010;RGE;x 6;75 cl;
2046;145016B;AOP PREMIERES COTES DE BORDEAUX L'ESTAMPE;0;RGE;x 1;B10L;
2047;028012;AOP COTES DE BLAYE CLAIRET ROSE (SC);2009;RSE;x 6;75 cl;
2048;057035;LES GRANITIERS IGP COTES DU TARN;2009;RSE;x 6;75 cl;
2049;008210;BAS ARMAGNAC CARAFE UNE VIE DE PLAISIR;0;RGE;x 1;70 cl;
2050;057036;AOP FRONTON INES;2010;RSE;x 6;75 cl;
2051;057037;VDP CABERNET DOUX TRAD COEUR MARCHE;2009;RSE;x 6;75 cl;
2055;008211;ARMAGNAC 42% CARAFE UNE VIE DE PLAISIR;0;RGE;x 1;75 cl;
2057;168001;AOP GRAVES CHATEAU LA ROSE SARRON;2014;RGE;x 6;75 cl;1
2058;168002;AOP GRAVES CHATEAU LA ROSE SARRON;2014;BLC;x 6;75 cl;1
2059;169001;AOP COTES DE CASTILLON CHATEAU PERREAU BEL AIR;2014;RGE;x 6;75 cl;1
2063;000057;VDT;0;RGE;x 1;B05L;
2064;000570;VDT;0;BLC;x 1;B05L;
2065;005700;VDT;0;RSE;x 1;B05L;
2067;084020;AOP CORBIERES CASTELMAURE LA VERITE;2009;RGE;x 6;75 cl;
2068;084021;AOP CORBIERES CASTELMAURE LE MENSONGE;2009;RGE;x 6;75 cl;
2069;084022;AOP CORBIERES CASTELMAURE LA VERITE;2009;RGE;x 6;150 cl;
2070;084023;AOP CORBIERES CASTELMAURE LE MENSONGE;2009;RGE;x 6;150 cl;
2071;145011B;AOP 1ERE COTES DE BORDEAUX CHATEAU FAYON;2010;RGE;x 6;75 cl;
2073;031007;AOP TOURAINE GAMAY DOMAINE DAVAULT;2009;RGE;x 12 CB;37.5 cl;
2074;170002;AOP COSTIERES DE NIMES;2010;RGE;x 6;75 cl;
2075;171001;AOP COTES DU RHONE VILLAGE CABOTTE;2009;RGE;x 6;75 cl;
2081;084009;AOP CORBIERES LE BLANC PAYSAN;2009;BLC;x 6;75 cl;
2083;039009;IGP MUSCAT DE RIVESALTES MUSCAT DE NOEL;0;BLC;x 6;75 cl;
2084;039025;IGP RIVESALTES CHATEAU MONTNER AMBRE;1996;BLC;x 6;75 cl;
2086;145004;CAISSE BOIS 3 BOUTEILLES CHATEAU SIPIAN;0;RGE;x 3 CB;75 cl;
2087;168005;AOP GRAVES PRESTIGE CUVEE DAMIEN CHATEAU LA ROSE SARRON;2012;RGE;x 6;150 cl;1
2088;062003;AOP GRAVES CARBON D'ARTIGUES;2014;RGE;x 6;75 cl;1
2089;008200;BAS ARMAGNAC MILLESIME;1980;RGE;x 1;70 cl;
2090;008199;L'ETERNEL BAS ARMAGNAC;0;RGE;x 1;70 cl;
2091;054002;AOP FRONSAC CHATEAU JEANDEMAN;2008;RGE;x 6;75 cl;1
2092;173001;AOP SYLVANER DOMAINE FREYBURGER;2010;BLC;x 6;75 cl;
2093;173002;AOP RIESLING DOMAINE FREYBURGER;2012;BLC;x 6;75 cl;
2094;173003;AOP PINOT GRIS DOMAINE FREYBURGER;2012;BLC;x 6;75 cl;
2095;173004;AOP GEWURZTRAMINER DOMAINE FREYBURGER;2012;BLC;x 6;75 cl;
2099;125002;AOP SAUTERNES GR CARRETEY;2008;BLC;x 12;37.5 cl;
2100;154001;AOP MERCUREY DOMAINE SUREMAIN;2008;RGE;x 6;75 cl;
2102;059008;AOP COTES DE PROVENCE BELLE POULE;2012;RGE;x 6;75 cl;
2103;059006;AOP COTES DE PROVENCE BELLE POULE;2014;BLC;x 6;75 cl;
2104;059007;AOP COTES DE PROVENCE BELLE POULE;2009;BLC;x 3;150 cl;
2105;008208B;COFFRET ARMAGNAC 3 TUBES DEGUSTATION;0;;x 1;62 cl;
2106;084003;"AOP CORBIERES "" LE 3 """;2008;RGE;x 6;150 cl;
2107;071001B;VRAC GALLARGUES MERLOT VDT 13.5deg RGE;0;RGE;x 1;VRAC;
2108;071002B;VRAC GALLARGUES GOURMETS VDT 12.5deg RGE;0;RGE;x 1;VRAC;
2110;995005;FUT DE CHENE;0;;x 1;LITRE;
2111;145028;FUT DE CHENE;0;;x 1;LITRE;
2112;116006;AOP CHINON VIEILLES VIGNES DOMAINE GARNIER;2013;RGE;x 6;75 cl;
2113;118057;ARMAGNAC MILLESIME 40% VOL;1992;RGE;x 6;75 cl;
2114;057040;AOP CAHORS LE PARADIS;2002;RGE;x 6;75 cl;
2115;057041;AOP CAHORS CHATEAU LES BOUYSSES;1990;RGE;x 6;75 cl;
2116;057042;AOP CAHORS CHATEAU VIGNALS;2007;RGE;x 6;75 cl;
2117;057043;AOP CAHORS LES VIRTUOSES;2007;RGE;x 6;75 cl;
2118;057044;AOP FRONTON HAUT CAPITOLE;2008;RGE;x 6;75 cl;
2119;057045;AOP FRONTON PONT DE L'HORM;2008;RGE;x 6;75 cl;
2120;057046;AOP GAILLAC REVERIE D'AUTOMNE;2007;RGE;x 6;75 cl;
2121;057047;AOP GAILLAC METHODE GAILLACOISE BRUT;0;BLC;x 6;75 cl;
2122;057048;VDT MOUSSEUX;0;RSE;x 6;75 cl;
2123;174001;AOP PIC SAINT LOUP LES DEESSES MUETTES EMOTION;2014;RGE;x 6;75 cl;
2124;174002;AOP PIC SAINT LOUP CUVEE SPECIALE VIEILLI FUT DE CHENE;2012;RGE;x 6;75 cl;
2125;175001;AOP CHEVERNY DOMAINE MAISON;2015;BLC;x 6;75 cl;
2126;175002;AOP CHEVERNY DOMAINE MAISON;2013;RGE;x 6;75 cl;
2127;175003;AOP CHEVERNY DOMAINE MAISON;2014;RSE;x 6;75 cl;
2129;057050;AOP GAILLAC;0;RGE;x 6;B10L;
2130;057051;AOP GAILLAC;0;RGE;x 1;B05L;
2131;057052;AOP GAILLAC;1990;RSE;x 1;B10L;
2132;057053;AOP GAILLAC;1990;RSE;x 1;B05L;
2138;052502;AOP ST ESTEPHE CHATEAU TOUR DE PEZ;2008;RGE;x 6;75 cl;
2139;CDH001001;CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 6;75 cl;
2145;CDH001015;CHAMPAGNE PANNIER BLANC DE BLANC;0;BLC;x 6;75 cl;
2187;CDH556001;TAWNY 19deg;0;RGE;x 6;75 cl;
2188;CDH556002;FINE RUBY;0;RGE;x 6;75 cl;
2190;CDH556004;PORTO TWANY 10 ANS D'AGE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl;
2192;CDH556006;FINE WHITE 19deg;0;RGE;x 6;75 cl;
2215;CDV089003;AOP SAUMUR PALEINE PRINTEMPS;2008;RGE;x 12 CB;37.5 cl;
2216;CDV010050;AOP VOUVRAY CLOS DE ROUGEMONT VIGNEAU CHEVREAU;2012;BLC;x 6;75 cl;
2218;CDV153010;AOP BOURGOGNE CHARDONNAY DOMAINE GARNIER;2011;RGE;x 6;75 cl;
2219;CDV153005;AOP CHABLIS 1ER CRU MONT DE MILIEU DOMAINE GARNIER;2011;BLC;x 6;75 cl;
2220;CDV153004;AOP CHABLIS DOMAINE GARNIER;2012;BLC;x 12;37.5 cl;
2221;CDV153002;AOP PETIT CHABLIS DOMAINE GARNIER;2012;BLC;x 12;37.5 cl;
2224;CDV007015;AOP RIESLING SCHERWILLER PRESTIGE;2004;BLC;x 6;75 cl;
2225;CDV007010;AOP GEWURZTRAMINER VENDANGES TARDIVES;2009;BLC;x 6;75 cl;
2226;CDV157002;AOP MUSCADET DE SEVRE ET MAINE SUR LIE;2009;BLC;x 12 CB;37.5 cl;
2228;CDV074010;AOP GIGONDAS LE PRIMITIF;2004;RGE;x 6;75 cl;
2229;CDV116006;AOP CHINON VIEILLES VIGNES DOMAINE GARNIER;2013;RGE;x 6;75 cl;
2233;CDV075003;AOP MEDOC CHATEAU BREUIL RENAISSANCE;2012;RGE;x 12;37.5 cl;
2234;CDV028011;AOP 1ERES COTES DE BLAYE CHATEAU LES BERTRANDS;2012;BLC;x 6;75 cl;1
2235;CDV028010;AOP 1ERES COTES DE BLAYE CHATEAU LES BERTRANDS;2007;RGE;x 6;75 cl;
2238;CDV051131;AOP SAINT EMILION GRAND CRU CLOS TRIMOULET;2009;RGE;x 24;37.5 cl;1
2239;CDV153001;AOP PETIT CHABLIS DOMAINE GARNIER;2008;BLC;x 6;75 cl;
2241;CDV040013;AOP COTES DE BOURG CARACTERE CHATEAU DE LA GRAVE;2010;RGE;x 1;300cl D-MAG;1
2242;CDV145027;AOP MEDOC CRU BOURGEOIS SIPIAN;2006;RGE;x 1;IMPERIALE;
2243;CDV145026;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN (6L);2006;RGE;x 1;Jeroboam;
2244;CDV145025;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2006;RGE;x 1;300cl D-MAG;
2245;CDV124005CB;AOP MONTAGNE ST EMILION CHATEAU BECHEREAU;2008;RGE;x 3;75 cl;1
2246;CDV075005;AOP MEDOC CRU BOURGEOIS BREUIL RENAISSANCE;2005;RGE;x 1;300cl D-MAG;1
2248;CDVECH;ECHANTILLONS;0;;x 1 CB;75 cl;
2250;096008;AOP GRAVES CHATEAU L'HOSPITAL;2009;BLC;x 6;75 cl;
2256;CDV051016;AOP MONTAGNE ST EMILION CHEVALIER ST GEORGES;2012;RGE;x 24;37.5 cl;1
2258;049017;AOP LAUDUC CLASSIQUE;0;RGE;x 12 CB;37.5 cl;
2259;CDVAPPRO;COLIS DEPOSES SUR APPRO;0;RGE;x 1;75 cl;
2260;CDV116002;CUVEE LES GRAVES AOP CHINON;2009;RGE;x 12;37.5 cl;
2261;165003;IGP CHARDONNAY;2010;BLC;x 6;75 cl;
2264;165005;AOP ROSE DE LOIRE ( SC );2010;RSE;x 6;75 cl;
2270;CDV134500;AOP COTES DU RHONE ESPRIT DEVIN DOMAINE GALEVAN;2010;RGE;x 6;75 cl;
2272;CDV059010;AOP COTES DE PROVENCE BELLE POULE;2012;RSE;x 6;75 cl;
2273;CDV025002;AOP SAINT-VERAN;2010;BLC;x 12;37.5 cl;
2275;169002;AOP BORDEAUX SUPERIEUR CHATEAU MESSAYA;2014;RGE;x 6;75 cl;1
2277;CDH996001;FUT BOIS;0;;x 1;LITRE;
2284;057039;AOP GAILLAC DOUX LA CROIX SAINT SALVY;0;BLC;x 12 CB;37.5 cl;
2285;057049;AOP GAILLAC VOUTES D'ESCABES;2003;RGE;x 6;75 cl;
2290;052004;AOP HAUT-MEDOC CRU BOURGEOIS CHATEU RAMAGE LA BATISSE;2006;RGE;x 6;50 cl;
2291;052030;CHATEAU RAMAGE LA BATISSE AOP HAUT MEDOC CAISSE BOIS;2008;RGE;x 1;300cl D-MAG;
2292;052031;CHATEAU RAMAGE LA BATISSE AOP HAUT MEDOC CAISSE BOIS;2009;RGE;x 1;300cl D-MAG;
2293;040004;AOP COTES DE BOURG CHATEAU DE LA GRAVE GRAINS FINS;2015;BLC;x 6;75 cl;1
2294;084024;AOP CORBIERES VAVAVOUM ESPRIT DU VENT;2010;RGE;x 6;75 cl;
2295;084026;AOP CORBIERES FAUT PAS ROULER LES MECANIQUES;2010;RGE;x 6;75 cl;
2299;CDV059008;AOP COTES DE PROVENCE BELLE POULE;2011;RGE;x 6;75 cl;
2301;001200;PANNIER CHAMPAGNE TRADITION BRUT NABUCHODONOSOR;0;BLC;x 1;Nabuchodonosor;
2302;084025;AOP CORBIERES VAVAVOUM ESPRIT DU VENT;0;RGE;x 6;150 cl;
2303;084027;AOP CORBIERES FAUT PAS ROULER LES MECANIQUES;0;RGE;x 6;150 cl;
2304;062009;AOP GRAVES CHATEAU CARBON D'ARTIGUES;2008;RGE;x 6;50 cl;
2305;CDV062001;AOP GRAVES CARBON D'ARTIGUES;2007;RGE;x 24;37.5 cl;1
2306;CDV134001;AOP COTES DU RHONE DOMAINE GALEVAN;0;RGE;x 1;B10L;
2307;119002;IGP PAYS D'OC CHARDONNAY;2013;BLC;x 6;75 cl;
2308;119003;IGP PAYS D'OC VIOGNIER;2014;BLC;x 6;75 cl;
2310;TONNEAU;FUT BOIS;0;RGE;x 1;VRAC;
2311;057054;IGP COMTE TOLOSAN ROSE PISCINE;2010;RSE;x 6;75 cl;
2312;057055;IGP MALBEC ROSE DEMON NOIR;2010;RSE;x 6;75 cl;
2313;CDV040016;AOP COTES DE BOURG CARACTERE;2007;RGE;x 1;Jeroboam;
2314;CDV092005;AOP COTEAUX DU LANGUEDOC L'ESPRIT HAUT LIROU;2004;RGE;x 6;75 cl;
2317;059024;IGP MEDITERRANEE TERES;2014;RSE;x 3;150 cl;
2318;071900B;VDT ROUGE 12 DEGRES CUVEE DES GOURMETS;1990;RGE;x 1 CB;VRAC;
2320;CDV059024;IGP MEDITERRANEE TERES ROSE;2010;RSE;x 3 CB;150 cl;
2321;CDV114012;AOP TOURAINE GAMAY DOMAINE DE LA CHAISE;2010;RGE;x 1;B10L;
2324;CDV165004;AOP COTEAUX DU LAYON;2009;BLC;x 6;75 cl;
2325;CDV039031;AOP MUSCAT DE RIVESALTES;2012;BLC;x 1;B05L;
2326;144008;AOP COTES DE BOURG RENAISSANCE;2004;RGE;x 12;75 cl;
2328;057056;IGP MALBEC ROUGE DEMON NOIR;2010;RGE;x 6;75 cl;
2329;057057;IGP COMTE TOLOSAN SYRAH NEGRETTE COEUR MARCHE;0;RGE;x 1;B10L;
2330;CDV062030;AOP CADILLAC CHATEAU LA PASSONNE;2009;BLC;x 6;75 cl;1
2331;CDV145008;AOP CADILLAC CH LABATUT BOUCHARD;2005;BLC;x 6;75 cl;
2333;CDV062003;AOP GRAVES CHATEAU CARBON D'ARTIGUES;2008;RGE;x 6;75 cl;1
2334;099012;AOP PICPOUL DE PINET CAVE DE L'ORMARINE;2014;BLC;x 1;B05L;
2339;CDV075002;AOP MEDOC BREUIL RENAISSANCE;2010;RGE;x 6;75 cl;1
2340;CDV035015;AOP ST NICOLAS DE BOURGUEIL DOMAINE OLIVIER;2005;RGE;x 6;150 cl;
2343;CDV089010;AOP SAUMUR DOMAINE LA PALEINE;2010;BLC;x 6;75 cl;
2354;171002;AOP COTES DU RHONE VILLAGES CUVEE YVONNE;2009;RGE;x 6;75 cl;
2356;028013;AOP 1ERES COTES DE BLAYE PRESTIGE;2014;RGE;x 6;75 cl;1
2359;145029;AOP MEDOC GRAND CEDRES CHATEAU SIPIAN;2009;RGE;x 6;75 cl;
2360;145030;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2010;RGE;x 6;75 cl;
2363;062004;AOP GRAVES CHATEAU CARBON D'ARTIGUES;2009;RGE;x 6;75 cl;
2364;CDV007003;AOP PINOT GRIS DOMAINE DUSSOURT;2008;RGE;x 6;75 cl;
2367;074014;AOP GIGONDAS DOMAINE GOUMARRE;2008;RGE;x 6;75 cl;
2368;074016;AOP GIGONDAS DOMAINE SOUCHIERE;2008;RGE;x 6;75 cl;
2369;074017;SEGURET CLAPASSIERE;2008;RGE;x 6;75 cl;
2372;144005CB;AOP COTES DE BOURG CHATEAU GUIONNE caisse bois;2008;RGE;x 3;75 cl;
2373;144008CB;AOP COTES DE BOURG CUVEE RENAISSANCE CHATEAU GUIONNE CAISSE BOIS;2004;RGE;x 3;75 cl;
2379;001027;COFFRET PANNIER 3 BOUTEILLES REVELATION;0;RGE;x 3;75 cl;
2380;001028;PANNIER VALISE BOIS 6 DEMI-BOUTEILLES;0;RGE;x 6;75 cl;
2381;001029;PANNIER CAISSE BOIS 6 BOUTEILLES;0;;x 6;75 cl;
2382;CDV084001;AOP CORBIERES DONNER DU TEMPS AU TEMPS;2009;RGE;x 6;75 cl;
2385;140001B;AOP VOUVRAY METHODE TRADITIONNELLE CLOS DES AUMONES;0;BLC;x 6;75 cl;
2390;CDV153011;AOP PINOT NOIR DOMAINE GARNIER;2013;RGE;x 6;75 cl;
2395;CDV062002;AOP GRAVES CARBON D'ARTIGUES;2009;RGE;x 6;150 cl;1
2396;CDV041016;CAISSE BOIS 2 BOUTEILLES LES HAUTS DE PEZ;0;RGE;x 1;75 cl;
2397;CDV041017;CAISSE BOIS 2 BOUTEILLES TOUR DE PEZ;0;RGE;x 6;75 cl;
2402;CDV145001;AOP MEDOC GRANDS CEDRES CHATEAU SIPIAN;1990;RGE;x 6;75 cl;
2403;CDV145004;AOP MEDOC CHATEAU SIPIAN CAISSE BOIS 3 BOUTEILLES;2008;RGE;x 3;75 cl;
2404;CDV145005;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2006;RGE;x 6;75 cl;
2407;074001/00;SIGNATURE AOP GIGONDAS;2000;RGE;x 6;75 cl;
2408;118203;ARMAGNAC  40% VOL CAISSE BOIS;1991;RGE;x 6;75 cl;
2409;118301;PRUNEAUX D'AGEN A L'ARMAGNAC CB;0;RGE;x 1;70 cl;
2411;040006;AOP COTES DE BOURG CHATEAU DE LA GRAVE;2014;RGE;x 6;75 cl;1
2412;002102;IGP GARD GRES D'OR;2014;BLC;x 6;75 cl;
2413;CDV050003;AC FAUGERES CH HAUT LIGNIERES;2012;RSE;x 6;75 cl;
2420;174010;IGP PAYS D'OC MERLOT-CABERNET TERROIR DES CIGALES;0;RGE;x 1;B10L;
2421;174011;IGP PAYS D'OC MERLOT-CABERNET TERROIR DES CIGALES;0;RGE;x 1;B05L;
2422;174015;IGP PAYS D'OC CHARDONNAY LES CITELLES;0;BLC;x 1;B10L;
2423;174016;IGP PAYS D'OC CHARDONNAY LES CITELLES;0;BLC;x 1;B05L;
2426;CDV075011;AOP MEDOC CHATEAU DES CABANS;2005;RGE;x 6;150 cl;
2427;CDV048002CB;AOP COTES DE CASTILLON CAISSE BOIS;2003;RGE;x 3;75 cl;
2428;CDV002102;IGP GARD GRES D'OR;2010;BLC;x 6;75 cl;
2429;CDH062003;AOP GRAVES CARBON D'ARTIGUES ROUGE;2008;RGE;x 6;75 cl;1
2432;142001H;AOP MAREUIL FIEFS VENDEENS ROUGE;2015;RGE;x 6;75 cl;
2433;142002H;AOP MAREUIL FIEFS VENDEENS ROSE;2013;RSE;x 6;75 cl;
2434;142003H;AOP MAREUIL FIEFS VENDEENS BLANC;2014;BLC;x 6;75 cl;
2438;CDV162002;AOP CABARDES JOUCLARY AMANDIER;2009;RGE;x 6;75 cl;
2440;162003;AOP CABARDES JOUCLARY;2015;RSE;x 6;75 cl;
2442;CDV119004;IGP PAYS D'OC TERSANDE DOMAINE DES HOMS;2012;RSE;x 6;75 cl;
2443;CDV162003;AOP CABARDES CHATEAU JOUCLARY;2013;RSE;x 6;75 cl;
2444;CDV039028;VIN DOUX NATUREL MAURY;0;RGE;x 6;75 cl;
2445;001031;CHAMPAGNE EXTRA BRUT SELECTION PANNIER;0;BLC;x 6;75 cl;
2446;059004;AOP COTES DE PROVENCE ESTERELLE;2013;RGE;x 6;75 cl;
2447;059005;AOP COTES DE PROVENCE ESTERELLE;2015;BLC;x 6;75 cl;
2448;CDV174004;AOP PIC SAINT LOUP LES DEESSES MUETTES;2011;RSE;x 6;75 cl;
2449;CDV174005;AOP PIC SAINT LOUP LES DEESSES MUETTES;2011;BLC;x 6;75 cl;
2451;041020/09;AOP ST ESTEPHE CHATEAU TOUR DE PEZ;2009;RGE;x 6;150 cl;
2453;CDV145025/09;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2010;RGE;x 1 CB;300cl D-MAG;
2454;CDV145026-09;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN (5L);2009;RGE;x 1;Jeroboam;
2455;CDV145027-09;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN (6L);2009;RGE;x 1;IMPERIALE;
2457;CDV059004;AOP COTES DE PROVENCE ESTERELLE;2012;RGE;x 6;75 cl;
2460;095011;DOMAINE FILLON AOP CHABLIS VIEILLES VIGNES;2011;BLC;x 6;75 cl;
2461;CDV162004;IGP PAYS D'OC SAUVIGNON CHATEAU JOUCLARY;2015;BLC;x 6;75 cl;
2462;CDV002001;IGP MERLOT GALLICIAN;0;RGE;x 1;B05L;
2463;CDV002002;IGP MERLOT GALLICIAN;0;RGE;x 1;B10L;
2464;CDV173005;EDELWICKER FREYBURGER;0;BLC;x 6;75 cl;
2468;001032;RATAFIA CHAMPAGNE PANNIER;1990;;x 1;50 cl;
2469;001033;RATAFIA CHAMPAGNE PANNIER;0;;x 1;70 cl;
2470;059019;AOP COTES DE PROVENCE ESTERELLE;2015;RSE;x 3;150 cl;
2471;059014;AOP COTES DE PROVENCE BELLE POULE;2014;RSE;x 3;150 cl;
2474;CDV137001;AOP COTEAUX DU LANGUEDOC TERRES D'ASPERES MAS DES CABRES;2009;RGE;x 6;75 cl;
2476;001034;CHAMPAGNE EXTRA BRUT;0;BLC;x 6;75 cl;
2477;CDV134007;AOP CHATEAUNEUF DU PAPE;2005;RGE;x 6;75 cl;
2479;002023;AOP COSTIERES DE NIMES LES COMBES DE MEZIERES;2013;RGE;x 6;75 cl;
2480;002024;IGP MERLOT D'OC Cave Gallician;2013;RGE;x 6;75 cl;
2481;002025;AOP COSTIERES DE NIMES CUVEE PRESTIGE;2015;RSE;x 6;75 cl;
2482;002012;AOP COSTIERES DE NIMES CAVE GALLICIAN;0;RGE;x 1;B03L;
2483;002013;AOP COSTIERES DE NIMES CAVE GALLICIAN;0;BLC;x 1;B03L;
2485;001035;LOUIS EUGENE BRUT BLANC DE NOIRS;1998;BLC;x 1;150 cl;
2486;CDV084008;AOP CORBIERES LA GRANDE CUVEE;2009;RGE;x 6;75 cl;
2491;CDV084028;AOP CORBIERES CUVEE SOIS BEAU ET TAIS TOI;2011;RGE;x 6;150 cl;
2492;CDV084029;AOP CORBIERES CUVEE SOIS BEAU ET TAIS TOI;2011;RGE;x 6;75 cl;
2494;CDV084031;AOP CORBIERES CUVEE COCHON;2011;RGE;x 6;150 cl;
2496;CDV059019;AOP COTES DE PROVENCE ESTERELLE;2011;RSE;x 3;150 cl;
2498;089799;AOP SAUMUR BRUT ;0;RSE;x 6;75 cl;
2504;CDV124001;AOP MONTAGNE ST EMILION CHATEAU BECHEREAU;2008;RGE;x 6;75 cl;1
2509;CDH041007;CHATEAU TOUR DE PEZ AOP ST ESTEPHE;2009;RGE;x 12;37.5 cl;
2511;CDV035016;X3 AOP SAINT NICOLAS DE BOURGUEIL;2011;RGE;x 3;150 cl;
2512;095007;AOP COTES D'AUXERRE;2010;BLC;x 6;75 cl;
2513;CDV114011;AOP TOURAINE SAUVIGNON;0;BLC;x 1;B05L;
2514;CDV007021;AOP GEWURZTRAMINER;2011;BLC;x 12 CB;37.5 cl;
2515;CDV007008;AOP RIESLING DOMAINE DUSSOURT;2011;BLC;x 12 CB;37.5 cl;
2516;CDV095005;AOP SAUVIGNON ST BRIS;2013;BLC;x 6;75 cl;
2517;CDV095007;AOP COTES D'AUXERRE;2011;BLC;x 6;75 cl;
2518;CDV169002;AOP BORDEAUX SUPERIEUR CHATEAU MESSAYA;2009;RGE;x 6;75 cl;1
2520;CDH-001001;CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 6;75 cl;
2521;CDH-001002;CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 12 CB;37.5 cl;
2522;CDH-001005;CHAMPAGNE PANNIER BRUT SELECTION;0;RSE;x 6;75 cl;
2523;CDH-001003;CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 3;150 cl;
2524;CDH-001004;CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 1;300cl D-MAG;
2525;CDH-022001;AOP MEURSAULTLES CHARMES;2011;BLC;x 6;75 cl;
2526;CDH-022002;AOP MEURSAULT BLC  CHARLES MAXIME;2012;BLC;x 6;75 cl;
2527;CDH-022003;AOP MEURSAULT GENEVRIERES;2007;BLC;x 6;75 cl;
2528;CDH-022004;AOP PULIGNY MONTRACHET DOMAINE LATOUR GIRAUD;2011;RGE;x 6;75 cl;
2529;CDH-022010;AOP MARANGES 1ER CRU DOMAINE LATOUR GIRAUD;0;RGE;x 6;75 cl;
2530;CDH-022011;AOP VOLNAY 1ER CRU DOMAINE LATOUR GIRAUD;2009;RGE;x 6;75 cl;
2531;CDH-022012;AOP POMMARD REFENE DOMAINE LATOUR GIRAUD;2009;RGE;x 6;75 cl;
2533;CDH-068010;AOP SAVIGNY LES BEAUNES DOMAINE DUBREUIL FONTAINE;2010;RGE;x 6;75 cl;
2534;CDH-068001;AOP ALOXE CORTON DOMAINE DUBREUIL FONTAINE;2014;RGE;x 6;75 cl;
2535;CDH-068005;AOP PERNAND VERGELESSE DOMAINE DUBREUIL FONTAINE;2011;BLC;x 6;75 cl;
2536;CDH-073004;AOP PAUILLAC LACOSTE BORIE;0;RGE;x 12;75 cl;
2537;CDH-073013;AOP PAUILLAC LACOSTE BORIE;0;RGE;x 12;75 cl;
2538;CDH-100001;AOP COTES ROTIE CEDRIC PARPETTE;2013;RGE;x 6;75 cl;
2539;107001H;AOP MARGAUX CRU BOURGEOIS CHATEAU DEYREM VALENTIN;2007;RGE;x 6;75 cl;
2541;CDH-107003;AOP MARGAUX DEYREM VALENTIN;2010;RGE;x 6;150 cl;
2542;CDH-125001;AOP SAUTERNES V. MATHIEU LABOUILLE;2007;BLC;x 6;75 cl;
2543;CDH-125005;AOP SAINTE CROIX DU MONT V. MATHIEU LABOUILLE;2009;BLC;x 6;75 cl;
2544;CDH-126001;AOP BEAUJOLAIS VILLAGE DOMAINE JP DUBOST;2013;RGE;x 6;75 cl;
2545;CDH-126005;AOP MORGON DOMAINE JP DUBOST;2013;RGE;x 6;75 cl;
2546;CDH-126006;AOP BROUILLY DOMAINE JP DUBOST;2013;RGE;x 6;75 cl;
2547;CDH-126007;AOP MOULIN A VENT DOMAINE JP DUBOST;2013;RGE;x 6;75 cl;
2548;127001H;AOP ST JOSEPH LAURENT MARTHOURET LES ROTISSES;2014;RGE;x 6;75 cl;
2549;127005H;AOP ST JOSEPH LAURENT MARTHOURET;2014;BLC;x 6;75 cl;
2550;127010H;IGP SYRAH LAURENT MARTHOURET;2015;RGE;x 6;75 cl;
2551;CDH-127011;AOP CONDRIEU LAURENT MARTHOURET;2014;BLC;x 6;75 cl;
2552;CDH-127008;IGP MARSANNE LAURENT MARTHOURET;2008;BLC;x 6;75 cl;
2556;CDH138012;AOP COTES DU VENTOUX HOMMAGE A LOUIS FAYARD;2003;RGE;x 6;75 cl;
2557;139001H;AOP FITOU B DE BERNARD;2013;RGE;x 6;75 cl;
2558;CDH-139002;AOP FITOU CUVEE DE L'ANCETRE DOMAINE MAYNADIER;2010;RGE;x 6;75 cl;
2559;154001H;AOP MERCUREY DOMAINE SUREMAIN;2013;RGE;x 6;75 cl;
